Sales ID,Created At,Quantity,Gross Sales,Discount ($),Tax,Net Sales,Product ID,Product Name,Category,Customer ID,Customer Name,Customer City,Customer State,Customer Source
5207,"2019-5-31, 09:51:46",5,434.37,0.00,43.44,390.93,57,Gorgeous Bronze Hat,Gizmo,702,Nyasia Jakubowski,Portland,OR,Twitter
5208,"2019-5-20, 10:03:44",4,278.85,0.00,27.88,250.96,6,Small Marble Hat,Doohickey,702,Nyasia Jakubowski,Portland,OR,Twitter
5209,"2018-11-14, 12:26:07",3,129.59,0.00,12.96,116.63,145,Awesome Wool Bench,Gizmo,702,Nyasia Jakubowski,Portland,OR,Twitter
5210,"2017-3-20, 22:32:52",1,35.28,0.00,3.53,31.75,105,Fantastic Wool Shirt,Gadget,702,Nyasia Jakubowski,Portland,OR,Twitter
5211,"2019-8-19, 00:49:36",4,190.2,0.00,19.02,171.18,38,Lightweight Leather Gloves,Gadget,702,Nyasia Jakubowski,Portland,OR,Twitter
5212,"2018-11-16, 06:33:33",3,105.23,0.00,10.52,94.71,107,Lightweight Wool Plate,Gadget,704,Stanley Stanton,Goliad,TX,Affiliate
5213,"2019-2-28, 15:53:05",2,109.8,0.00,10.98,98.82,128,Gorgeous Aluminum Plate,Gizmo,704,Stanley Stanton,Goliad,TX,Affiliate
5214,"2018-6-12, 14:30:42",5,398.02,0.00,39.8,358.22,46,Rustic Linen Keyboard,Gadget,704,Stanley Stanton,Goliad,TX,Affiliate
5215,"2019-3-30, 16:02:33",1,56.37,0.00,5.64,50.73,58,Practical Steel Table,Gadget,704,Stanley Stanton,Goliad,TX,Affiliate
5216,"2016-10-11, 05:09:04",6,335.47,0.00,33.55,301.92,43,Lightweight Marble Bag,Widget,704,Stanley Stanton,Goliad,TX,Affiliate
5217,"2019-3-28, 14:07:02",1,72.03,0.00,7.2,64.83,8,Enormous Steel Watch,Doohickey,704,Stanley Stanton,Goliad,TX,Affiliate
5218,"2020-2-29, 16:47:38",1,26.64,0.00,2.66,23.97,14,Awesome Concrete Shoes,Widget,704,Stanley Stanton,Goliad,TX,Affiliate
5219,"2019-4-17, 07:33:58",2,190.11,0.00,19.01,171.1,11,Ergonomic Silk Coat,Gadget,704,Stanley Stanton,Goliad,TX,Affiliate
5220,"2017-11-14, 00:09:57",2,119.45,0.00,11.94,107.5,84,Incredible Plastic Chair,Gizmo,704,Stanley Stanton,Goliad,TX,Affiliate
5221,"2017-7-15, 22:55:11",3,263.36,0.00,26.34,237.03,75,Intelligent Paper Hat,Gadget,705,Andres Kessler,Mayfield,KY,Google
5222,"2019-9-12, 05:29:59",2,95.52,0.00,9.55,85.97,140,Sleek Copper Watch,Gadget,705,Andres Kessler,Mayfield,KY,Google
5223,"2019-7-12, 06:11:24",3,138.89,0.00,13.89,125,180,Lightweight Copper Wallet,Gadget,705,Andres Kessler,Mayfield,KY,Google
5224,"2018-8-4, 11:18:12",4,111.09,0.00,11.11,99.98,185,Sleek Marble Table,Gadget,705,Andres Kessler,Mayfield,KY,Google
5225,"2017-7-19, 19:51:51",3,242.96,0.17,24.28,218.51,23,Fantastic Aluminum Bottle,Widget,705,Andres Kessler,Mayfield,KY,Google
5226,"2017-7-4, 09:50:11",4,180.95,0.00,18.1,162.86,30,Ergonomic Paper Wallet,Gadget,705,Andres Kessler,Mayfield,KY,Google
5227,"2019-1-24, 06:21:43",1,73.2,0.00,7.32,65.88,32,Ergonomic Silk Keyboard,Gadget,705,Andres Kessler,Mayfield,KY,Google
5228,"2018-12-26, 14:05:46",1,72.78,0.00,7.28,65.5,77,Mediocre Leather Computer,Gadget,706,Ladarius Hyatt,Ambler,AK,Facebook
5229,"2019-1-17, 00:15:05",1,90.97,0.00,9.1,81.87,66,Fantastic Silk Bottle,Widget,706,Ladarius Hyatt,Ambler,AK,Facebook
5230,"2018-1-22, 03:35:35",1,47.97,0.00,4.8,43.17,197,Aerodynamic Concrete Lamp,Gizmo,706,Ladarius Hyatt,Ambler,AK,Facebook
5231,"2019-12-7, 16:02:16",1,80.46,0.00,8.05,72.42,131,Practical Aluminum Coat,Widget,706,Ladarius Hyatt,Ambler,AK,Facebook
5232,"2019-9-17, 18:47:38",2,81.65,0.00,8.17,73.49,21,Lightweight Wool Bag,Gadget,706,Ladarius Hyatt,Ambler,AK,Facebook
5233,"2019-3-19, 23:08:38",1,39.34,0.00,3.93,35.41,183,Mediocre Aluminum Lamp,Gizmo,706,Ladarius Hyatt,Ambler,AK,Facebook
5234,"2019-12-1, 19:02:54",1,68.34,0.00,6.83,61.5,40,Small Copper Plate,Gizmo,706,Ladarius Hyatt,Ambler,AK,Facebook
5235,"2016-10-29, 02:18:17",3,233.11,4.67,22.84,205.6,13,Synergistic Steel Chair,Gizmo,706,Ladarius Hyatt,Ambler,AK,Facebook
5236,"2017-9-5, 01:28:25",3,68.49,0.00,6.85,61.64,188,Synergistic Copper Computer,Doohickey,706,Ladarius Hyatt,Ambler,AK,Facebook
5237,"2020-4-17, 16:53:34",2,95.38,0.00,9.54,85.84,91,Rustic Rubber Knife,Gizmo,706,Ladarius Hyatt,Ambler,AK,Facebook
5238,"2019-2-1, 01:59:19",2,59.24,0.00,5.92,53.31,53,Mediocre Cotton Toucan,Doohickey,706,Ladarius Hyatt,Ambler,AK,Facebook
5239,"2019-7-5, 10:53:22",4,122.81,4.67,11.81,106.33,81,Lightweight Linen Coat,Gizmo,706,Ladarius Hyatt,Ambler,AK,Facebook
5240,"2018-2-3, 04:58:07",1,79.73,0.00,7.97,71.76,4,Enormous Aluminum Shirt,Doohickey,706,Ladarius Hyatt,Ambler,AK,Facebook
5241,"2017-12-12, 11:43:27",1,92.58,0.00,9.26,83.32,191,Heavy-Duty Linen Gloves,Gadget,706,Ladarius Hyatt,Ambler,AK,Facebook
5242,"2018-7-18, 00:26:57",4,180.87,0.00,18.09,162.78,89,Awesome Aluminum Keyboard,Widget,706,Ladarius Hyatt,Ambler,AK,Facebook
5243,"2020-3-5, 10:55:29",1,46.92,0.00,4.69,42.23,179,Incredible Linen Knife,Doohickey,706,Ladarius Hyatt,Ambler,AK,Facebook
5244,"2019-6-1, 14:45:19",8,341.01,0.00,34.1,306.91,89,Awesome Aluminum Keyboard,Widget,706,Ladarius Hyatt,Ambler,AK,Facebook
5245,"2017-11-23, 04:08:19",4,295.4,0.00,29.54,265.86,136,Mediocre Marble Lamp,Widget,706,Ladarius Hyatt,Ambler,AK,Facebook
5246,"2020-3-20, 08:44:40",1,101.76,0.00,10.18,91.59,148,Sleek Plastic Shoes,Gadget,706,Ladarius Hyatt,Ambler,AK,Facebook
5247,"2019-1-28, 15:08:03",2,161.86,0.00,16.19,145.67,178,Ergonomic Linen Toucan,Widget,706,Ladarius Hyatt,Ambler,AK,Facebook
5248,"2016-10-10, 03:07:25",6,457.93,0.00,45.79,412.14,13,Synergistic Steel Chair,Gizmo,706,Ladarius Hyatt,Ambler,AK,Facebook
5249,"2019-1-30, 00:29:08",2,166.11,0.00,16.61,149.5,39,Durable Rubber Computer,Gizmo,706,Ladarius Hyatt,Ambler,AK,Facebook
5250,"2019-5-17, 01:31:15",4,216.41,0.00,21.64,194.77,115,Rustic Silk Knife,Gadget,706,Ladarius Hyatt,Ambler,AK,Facebook
5251,"2017-1-11, 07:07:34",2,175.17,0.00,17.52,157.66,173,Gorgeous Wooden Car,Gadget,708,Davin Jewess,Williams,AZ,Facebook
5252,"2017-10-7, 05:16:37",6,307.96,0.00,30.8,277.17,196,Heavy-Duty Linen Toucan,Widget,708,Davin Jewess,Williams,AZ,Facebook
5253,"2017-5-14, 11:05:55",3,270.12,0.00,27.01,243.11,63,Enormous Granite Wallet,Gizmo,708,Davin Jewess,Williams,AZ,Facebook
5254,"2018-12-12, 07:55:46",1,50.59,0.00,5.06,45.53,128,Gorgeous Aluminum Plate,Gizmo,709,Erick O'Keefe,Oxbow,OR,Organic
5255,"2020-1-16, 18:47:15",2,146.47,0.00,14.65,131.82,32,Ergonomic Silk Keyboard,Gadget,709,Erick O'Keefe,Oxbow,OR,Organic
5256,"2020-1-13, 07:41:18",2,187.79,0.00,18.78,169.01,49,Incredible Silk Shoes,Gadget,709,Erick O'Keefe,Oxbow,OR,Organic
5257,"2019-10-9, 02:17:58",4,316.94,0.00,31.69,285.25,98,Mediocre Silk Bottle,Gizmo,709,Erick O'Keefe,Oxbow,OR,Organic
5258,"2019-8-18, 08:15:38",5,507.03,0.00,50.7,456.33,181,Awesome Steel Toucan,Widget,709,Erick O'Keefe,Oxbow,OR,Organic
5259,"2018-10-1, 06:17:32",5,196.52,0.00,19.65,176.87,50,Durable Wool Toucan,Widget,709,Erick O'Keefe,Oxbow,OR,Organic
5260,"2018-1-17, 20:33:12",2,155.04,0.00,15.5,139.54,131,Practical Aluminum Coat,Widget,709,Erick O'Keefe,Oxbow,OR,Organic
5261,"2018-6-19, 07:15:13",8,420.97,0.00,42.1,378.87,200,Intelligent Steel Car,Gadget,709,Erick O'Keefe,Oxbow,OR,Organic
5262,"2018-6-17, 14:10:35",8,379.06,3.45,37.56,338.06,153,Aerodynamic Leather Computer,Gadget,709,Erick O'Keefe,Oxbow,OR,Organic
5263,"2017-7-18, 23:21:57",5,261.84,0.00,26.18,235.66,73,Aerodynamic Rubber Bench,Widget,709,Erick O'Keefe,Oxbow,OR,Organic
5264,"2019-1-8, 23:43:52",1,56.77,0.00,5.68,51.09,37,Incredible Granite Toucan,Gadget,709,Erick O'Keefe,Oxbow,OR,Organic
5265,"2018-11-27, 02:13:48",2,103.28,0.00,10.33,92.96,51,Awesome Granite Car,Gizmo,709,Erick O'Keefe,Oxbow,OR,Organic
5266,"2019-12-20, 12:56:11",1,62.85,0.00,6.28,56.56,151,Lightweight Leather Bench,Gizmo,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5267,"2020-2-28, 02:56:18",1,56.28,0.00,5.63,50.65,139,Lightweight Steel Watch,Doohickey,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5268,"2019-8-27, 06:58:07",7,520.5,0.00,52.05,468.45,4,Enormous Aluminum Shirt,Doohickey,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5269,"2018-2-25, 02:48:42",2,90.73,0.00,9.07,81.66,153,Aerodynamic Leather Computer,Gadget,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5270,"2018-8-22, 03:47:01",5,224.32,0.00,22.43,201.89,145,Awesome Wool Bench,Gizmo,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5271,"2019-1-12, 07:59:13",2,52.79,0.00,5.28,47.51,20,Intelligent Wooden Gloves,Gizmo,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5272,"2017-10-29, 15:58:08",6,311.9,0.00,31.19,280.71,130,Awesome Cotton Shoes,Gizmo,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5273,"2020-4-11, 06:45:23",2,124.32,0.00,12.43,111.89,59,Sleek Aluminum Watch,Gizmo,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5274,"2018-5-29, 23:00:54",3,99.2,0.00,9.92,89.28,160,Lightweight Linen Hat,Gadget,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5275,"2018-11-16, 18:30:37",2,89.67,0.00,8.97,80.7,30,Ergonomic Paper Wallet,Gadget,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5276,"2020-1-20, 20:31:03",2,172.2,0.00,17.22,154.98,92,Small Granite Gloves,Gizmo,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5277,"2017-7-22, 15:23:52",5,117.42,0.00,11.74,105.68,163,Ergonomic Leather Pants,Widget,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5278,"2019-10-15, 18:55:51",4,207.85,0.00,20.78,187.06,51,Awesome Granite Car,Gizmo,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5279,"2017-6-13, 02:34:18",5,262.16,0.00,26.22,235.94,34,Heavy-Duty Wooden Clock,Gadget,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5280,"2020-3-11, 10:24:42",1,55.9,0.00,5.59,50.31,154,Incredible Bronze Wallet,Widget,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5281,"2019-7-24, 18:53:39",5,457.88,4.31,45.36,408.22,11,Ergonomic Silk Coat,Gadget,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5282,"2018-7-9, 08:14:27",5,127.98,0.00,12.8,115.18,159,Aerodynamic Cotton Lamp,Widget,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5283,"2020-3-16, 02:28:12",1,23.27,0.00,2.33,20.94,188,Synergistic Copper Computer,Doohickey,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5284,"2019-5-7, 16:58:46",6,312.35,8.81,30.35,273.18,51,Awesome Granite Car,Gizmo,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5285,"2018-3-3, 05:26:12",1,26.72,0.00,2.67,24.05,185,Sleek Marble Table,Gadget,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5286,"2017-7-28, 20:58:43",5,161.61,0.00,16.16,145.45,1,Rustic Paper Wallet,Gizmo,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5287,"2020-1-23, 13:00:15",2,133.39,0.00,13.34,120.05,86,Heavy-Duty Silk Chair,Doohickey,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5288,"2018-4-12, 13:39:17",3,109.34,0.00,10.93,98.41,106,Fantastic Steel Knife,Doohickey,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5289,"2019-3-20, 23:32:56",1,46.85,0.00,4.69,42.17,26,Ergonomic Aluminum Plate,Widget,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5290,"2019-4-6, 10:42:57",3,274.6,0.00,27.46,247.14,63,Enormous Granite Wallet,Gizmo,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5291,"2019-11-5, 11:40:23",4,198.77,0.00,19.88,178.89,200,Intelligent Steel Car,Gadget,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5292,"2017-9-29, 20:26:07",7,242.25,0.00,24.23,218.03,10,Mediocre Wooden Table,Gizmo,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5293,"2018-7-27, 18:17:21",5,241.59,0.00,24.16,217.43,99,Enormous Plastic Coat,Gadget,710,Kali Hodkiewicz,Chuckey,TN,Facebook
5294,"2018-5-28, 01:13:00",4,287.56,0.00,28.76,258.81,186,Ergonomic Concrete Lamp,Gizmo,712,Dalton Renner,Warrensville Heights,OH,Organic
5295,"2019-10-30, 03:15:42",6,461.21,0.00,46.12,415.09,104,Sleek Leather Toucan,Widget,712,Dalton Renner,Warrensville Heights,OH,Organic
5296,"2019-5-19, 15:58:22",6,552.07,0.00,55.21,496.87,63,Enormous Granite Wallet,Gizmo,712,Dalton Renner,Warrensville Heights,OH,Organic
5297,"2018-8-10, 20:31:18",9,147.63,0.00,14.76,132.87,61,Mediocre Paper Car,Gizmo,712,Dalton Renner,Warrensville Heights,OH,Organic
5298,"2017-11-19, 14:20:18",3,148.61,0.00,14.86,133.75,99,Enormous Plastic Coat,Gadget,712,Dalton Renner,Warrensville Heights,OH,Organic
5299,"2020-2-9, 10:12:13",1,86.67,0.00,8.67,78,141,Enormous Cotton Pants,Doohickey,712,Dalton Renner,Warrensville Heights,OH,Organic
5300,"2018-2-15, 02:25:03",1,41.23,0.00,4.12,37.1,21,Lightweight Wool Bag,Gadget,712,Dalton Renner,Warrensville Heights,OH,Organic
5301,"2019-8-21, 13:35:54",5,236.94,0.00,23.69,213.25,91,Rustic Rubber Knife,Gizmo,712,Dalton Renner,Warrensville Heights,OH,Organic
5302,"2017-12-28, 08:17:08",1,79.74,0.00,7.97,71.76,199,Mediocre Leather Coat,Widget,712,Dalton Renner,Warrensville Heights,OH,Organic
5303,"2019-6-29, 18:34:32",6,539.15,0.00,53.91,485.23,75,Intelligent Paper Hat,Gadget,712,Dalton Renner,Warrensville Heights,OH,Organic
5304,"2019-7-5, 11:21:23",6,231.36,0.00,23.14,208.22,110,Enormous Marble Gloves,Widget,712,Dalton Renner,Warrensville Heights,OH,Organic
5305,"2020-3-29, 07:03:35",1,106.01,0.00,10.6,95.41,129,Small Marble Knife,Gizmo,712,Dalton Renner,Warrensville Heights,OH,Organic
5306,"2019-11-28, 01:03:49",2,42.89,0.00,4.29,38.6,156,Heavy-Duty Copper Gloves,Gadget,712,Dalton Renner,Warrensville Heights,OH,Organic
5307,"2019-4-26, 21:32:04",3,95.41,0.00,9.54,85.87,119,Gorgeous Linen Keyboard,Gadget,712,Dalton Renner,Warrensville Heights,OH,Organic
5308,"2018-6-18, 16:39:00",6,296.87,0.00,29.69,267.18,142,Ergonomic Marble Computer,Doohickey,713,Waldo Bartell,Mead,WA,Google
5309,"2017-4-10, 23:11:29",2,181.75,0.00,18.17,163.57,127,Practical Bronze Watch,Widget,713,Waldo Bartell,Mead,WA,Google
5310,"2017-2-25, 19:59:22",1,26.91,0.00,2.69,24.22,165,Aerodynamic Copper Knife,Gizmo,713,Waldo Bartell,Mead,WA,Google
5311,"2017-8-16, 20:39:57",5,280.3,0.00,28.03,252.27,47,Aerodynamic Cotton Bottle,Doohickey,713,Waldo Bartell,Mead,WA,Google
5312,"2019-6-1, 02:25:10",3,234.03,0.00,23.4,210.62,131,Practical Aluminum Coat,Widget,713,Waldo Bartell,Mead,WA,Google
5313,"2019-9-14, 13:08:26",4,352.11,0.00,35.21,316.9,36,Mediocre Plastic Clock,Gizmo,713,Waldo Bartell,Mead,WA,Google
5314,"2018-10-11, 02:00:05",4,246.03,0.00,24.6,221.43,151,Lightweight Leather Bench,Gizmo,713,Waldo Bartell,Mead,WA,Google
5315,"2017-2-21, 15:52:21",1,68.41,0.00,6.84,61.57,77,Mediocre Leather Computer,Gadget,713,Waldo Bartell,Mead,WA,Google
5316,"2016-9-29, 15:42:07",5,196.26,0.00,19.63,176.63,117,Small Concrete Knife,Gizmo,713,Waldo Bartell,Mead,WA,Google
5317,"2018-7-23, 22:12:18",6,164.57,0.00,16.46,148.11,15,Aerodynamic Paper Computer,Widget,713,Waldo Bartell,Mead,WA,Google
5318,"2019-11-23, 04:01:41",4,183.18,0.00,18.32,164.86,30,Ergonomic Paper Wallet,Gadget,713,Waldo Bartell,Mead,WA,Google
5319,"2017-10-12, 13:36:44",5,459.06,0.00,45.91,413.15,27,Awesome Aluminum Table,Gadget,713,Waldo Bartell,Mead,WA,Google
5320,"2017-10-26, 04:53:20",4,295.3,0.00,29.53,265.77,77,Mediocre Leather Computer,Gadget,713,Waldo Bartell,Mead,WA,Google
5321,"2018-9-22, 09:21:49",3,196.74,0.00,19.67,177.06,164,Sleek Bronze Lamp,Doohickey,713,Waldo Bartell,Mead,WA,Google
5322,"2019-9-2, 13:27:28",3,111.79,0.00,11.18,100.61,110,Enormous Marble Gloves,Widget,713,Waldo Bartell,Mead,WA,Google
5323,"2018-10-2, 06:41:22",5,218.42,0.00,21.84,196.58,54,Intelligent Bronze Knife,Widget,713,Waldo Bartell,Mead,WA,Google
5324,"2018-1-19, 10:37:58",2,75.18,0.00,7.52,67.66,50,Durable Wool Toucan,Widget,713,Waldo Bartell,Mead,WA,Google
5325,"2020-3-31, 13:35:46",1,40.25,0.00,4.03,36.23,85,Rustic Copper Knife,Gizmo,713,Waldo Bartell,Mead,WA,Google
5326,"2018-8-25, 19:04:22",7,248.22,0.00,24.82,223.4,152,Enormous Aluminum Clock,Widget,713,Waldo Bartell,Mead,WA,Google
5327,"2019-5-2, 10:59:39",5,450.17,0.00,45.02,405.15,63,Enormous Granite Wallet,Gizmo,713,Waldo Bartell,Mead,WA,Google
5328,"2017-7-23, 05:59:22",5,110.31,0.00,11.03,99.28,156,Heavy-Duty Copper Gloves,Gadget,713,Waldo Bartell,Mead,WA,Google
5329,"2018-5-17, 16:56:58",4,161.67,0.00,16.17,145.5,169,Small Cotton Chair,Doohickey,713,Waldo Bartell,Mead,WA,Google
5330,"2019-7-18, 11:45:55",6,480.38,0.00,48.04,432.34,175,Fantastic Leather Watch,Doohickey,713,Waldo Bartell,Mead,WA,Google
5331,"2019-7-14, 19:41:02",6,216.51,3.08,21.34,192.08,95,Durable Iron Knife,Gizmo,714,Dakota Mante,Rexburg,ID,Google
5332,"2016-8-23, 10:52:53",7,551.65,0.00,55.17,496.49,199,Mediocre Leather Coat,Widget,714,Dakota Mante,Rexburg,ID,Google
5333,"2020-2-15, 23:11:13",1,82.49,0.00,8.25,74.25,12,Sleek Paper Toucan,Gizmo,714,Dakota Mante,Rexburg,ID,Google
5334,"2019-2-11, 22:20:25",2,124.12,0.00,12.41,111.71,86,Heavy-Duty Silk Chair,Doohickey,714,Dakota Mante,Rexburg,ID,Google
5335,"2019-4-17, 17:18:05",4,229.38,0.00,22.94,206.44,71,Sleek Granite Pants,Gadget,714,Dakota Mante,Rexburg,ID,Google
5336,"2019-5-28, 07:51:57",5,453.91,0.00,45.39,408.52,126,Practical Wool Hat,Widget,714,Dakota Mante,Rexburg,ID,Google
5337,"2018-10-15, 04:39:48",4,218.08,0.00,21.81,196.27,58,Practical Steel Table,Gadget,714,Dakota Mante,Rexburg,ID,Google
5338,"2020-4-10, 01:36:14",2,96.71,1.81,9.49,85.41,197,Aerodynamic Concrete Lamp,Gizmo,714,Dakota Mante,Rexburg,ID,Google
5339,"2019-1-16, 03:24:15",2,62.75,0.00,6.28,56.48,103,Rustic Silk Pants,Widget,714,Dakota Mante,Rexburg,ID,Google
5340,"2016-9-2, 06:04:55",4,143.7,0.00,14.37,129.33,194,Heavy-Duty Rubber Bottle,Doohickey,714,Dakota Mante,Rexburg,ID,Google
5341,"2019-11-3, 16:47:50",2,196.49,0.00,19.65,176.84,64,Incredible Aluminum Knife,Gadget,714,Dakota Mante,Rexburg,ID,Google
5342,"2020-1-21, 23:59:11",16,642.67,0.00,64.27,578.4,80,Small Copper Clock,Widget,714,Dakota Mante,Rexburg,ID,Google
5343,"2019-4-18, 05:32:40",3,194.23,0.00,19.42,174.81,151,Lightweight Leather Bench,Gizmo,714,Dakota Mante,Rexburg,ID,Google
5344,"2020-3-17, 16:45:59",11,974.69,0.00,97.47,877.22,5,Enormous Marble Wallet,Gadget,714,Dakota Mante,Rexburg,ID,Google
5345,"2018-4-22, 04:45:06",3,101.2,0.00,10.12,91.08,10,Mediocre Wooden Table,Gizmo,714,Dakota Mante,Rexburg,ID,Google
5346,"2016-10-21, 02:12:42",4,168.91,0.00,16.89,152.02,82,Heavy-Duty Steel Watch,Gadget,715,Lafayette Kertzmann,Keenesburg,CO,Twitter
5347,"2020-3-8, 06:06:49",1,24.46,0.00,2.45,22.01,56,Awesome Silk Car,Doohickey,716,Ben Roob,Kilgore,NE,Facebook
5348,"2018-8-23, 07:44:27",6,476.39,0.00,47.64,428.75,124,Durable Aluminum Bag,Gizmo,716,Ben Roob,Kilgore,NE,Facebook
5349,"2020-4-14, 20:09:24",2,147.13,0.00,14.71,132.42,77,Mediocre Leather Computer,Gadget,718,Deon Gerlach,Lakota,ND,Google
5350,"2019-3-21, 16:54:44",1,45.56,1.81,4.38,39.38,41,Aerodynamic Paper Coat,Widget,718,Deon Gerlach,Lakota,ND,Google
5351,"2016-7-30, 03:31:56",3,103.59,6.31,9.73,87.56,33,Small Plastic Computer,Doohickey,718,Deon Gerlach,Lakota,ND,Google
5352,"2019-12-10, 00:12:14",1,92.19,0.00,9.22,82.97,177,Heavy-Duty Cotton Bottle,Gadget,718,Deon Gerlach,Lakota,ND,Google
5353,"2018-6-4, 02:03:31",6,451.07,0.00,45.11,405.96,32,Ergonomic Silk Keyboard,Gadget,718,Deon Gerlach,Lakota,ND,Google
5354,"2018-6-15, 02:24:21",8,674.71,0.00,67.47,607.24,87,Gorgeous Linen Bottle,Widget,718,Deon Gerlach,Lakota,ND,Google
5355,"2018-5-29, 00:04:08",4,353.78,0.00,35.38,318.4,57,Gorgeous Bronze Hat,Gizmo,718,Deon Gerlach,Lakota,ND,Google
5356,"2020-3-31, 13:05:00",1,66.66,0.00,6.67,60,6,Small Marble Hat,Doohickey,718,Deon Gerlach,Lakota,ND,Google
5357,"2017-2-25, 00:45:31",2,80.34,0.00,8.03,72.31,176,Enormous Leather Wallet,Widget,721,Charlene Bayer,Dallas,SD,Google
5358,"2016-12-16, 22:31:58",1,24.42,3.46,2.1,18.86,163,Ergonomic Leather Pants,Widget,721,Charlene Bayer,Dallas,SD,Google
5359,"2016-9-9, 22:13:07",5,236.8,0.00,23.68,213.12,100,Lightweight Steel Knife,Gizmo,723,Shany Turcotte,Imlay,NV,Organic
5360,"2016-11-8, 08:13:38",3,93.9,0.00,9.39,84.51,119,Gorgeous Linen Keyboard,Gadget,723,Shany Turcotte,Imlay,NV,Organic
5361,"2017-7-2, 17:14:43",4,198.71,0.00,19.87,178.84,35,Mediocre Cotton Coat,Doohickey,723,Shany Turcotte,Imlay,NV,Organic
5362,"2016-12-26, 01:24:29",2,182.16,7.96,17.42,156.78,190,Ergonomic Cotton Bag,Gadget,723,Shany Turcotte,Imlay,NV,Organic
5363,"2019-1-27, 07:27:31",2,57.29,0.00,5.73,51.56,121,Ergonomic Wool Bag,Doohickey,723,Shany Turcotte,Imlay,NV,Organic
5364,"2017-11-16, 15:06:52",2,166.2,0.00,16.62,149.58,5,Enormous Marble Wallet,Gadget,723,Shany Turcotte,Imlay,NV,Organic
5365,"2019-3-16, 19:16:50",1,87.88,0.00,8.79,79.1,173,Gorgeous Wooden Car,Gadget,723,Shany Turcotte,Imlay,NV,Organic
5366,"2019-4-26, 22:34:18",4,196.17,3.46,19.27,173.43,26,Ergonomic Aluminum Plate,Widget,723,Shany Turcotte,Imlay,NV,Organic
5367,"2019-12-15, 04:02:10",3,227.9,0.00,22.79,205.11,98,Mediocre Silk Bottle,Gizmo,723,Shany Turcotte,Imlay,NV,Organic
5368,"2019-6-5, 00:50:23",6,244.47,0.00,24.45,220.02,176,Enormous Leather Wallet,Widget,723,Shany Turcotte,Imlay,NV,Organic
5369,"2020-4-6, 21:24:35",30,711.15,0.00,71.12,640.04,163,Ergonomic Leather Pants,Widget,723,Shany Turcotte,Imlay,NV,Organic
5370,"2018-2-11, 20:58:43",2,54.8,0.00,5.48,49.32,165,Aerodynamic Copper Knife,Gizmo,723,Shany Turcotte,Imlay,NV,Organic
5371,"2017-6-25, 00:54:54",6,226.76,0.00,22.68,204.08,3,Synergistic Granite Chair,Doohickey,723,Shany Turcotte,Imlay,NV,Organic
5372,"2018-8-7, 07:20:57",9,245.67,0.00,24.57,221.1,166,Rustic Copper Hat,Doohickey,723,Shany Turcotte,Imlay,NV,Organic
5373,"2018-5-24, 18:32:26",5,500.76,0.00,50.08,450.69,148,Sleek Plastic Shoes,Gadget,723,Shany Turcotte,Imlay,NV,Organic
5374,"2019-2-6, 22:11:06",2,52.59,0.00,5.26,47.33,166,Rustic Copper Hat,Doohickey,723,Shany Turcotte,Imlay,NV,Organic
5375,"2019-11-2, 22:12:15",3,72.63,0.00,7.26,65.37,163,Ergonomic Leather Pants,Widget,723,Shany Turcotte,Imlay,NV,Organic
5376,"2017-6-7, 12:45:57",6,150.13,0.00,15.01,135.12,20,Intelligent Wooden Gloves,Gizmo,723,Shany Turcotte,Imlay,NV,Organic
5377,"2019-1-15, 15:30:55",2,157.78,0.00,15.78,142,195,Incredible Concrete Watch,Gadget,723,Shany Turcotte,Imlay,NV,Organic
5378,"2019-11-14, 17:56:30",4,268.33,0.00,26.83,241.49,40,Small Copper Plate,Gizmo,723,Shany Turcotte,Imlay,NV,Organic
5379,"2017-12-31, 17:58:57",2,79.69,0.00,7.97,71.72,176,Enormous Leather Wallet,Widget,723,Shany Turcotte,Imlay,NV,Organic
